trans_id	strand	gene_id	gene_name	gene_start	gene_stop	trans_start	trans_stop	CDS_length	5UTR_length	3UTR_length	transcript_length
ENST00000369373	-	ENSG00000162825	NBPF20	145289900	145405567	194	17134	16941	193	1626	18760
ENST00000369390	-	ENSG00000188610	FAM72B	121167646	121184340	852	1301	450	851	1095	2396
ENST00000369393	-	ENSG00000112159	MDN1	89642499	89819723	117	16907	16791	116	1506	18413
ENST00000369400	-	ENSG00000134249	ADAM30	119893533	119896495	160	2532	2373	159	431	2963
ENST00000369401	-	ENSG00000134193	REG4	119801172	119811580	267	671	405	266	1656	2327
ENST00000369406	-	ENSG00000134240	HMGCS2	119747996	119768894	51	1577	1527	50	851	2428
ENST00000369407	+	ENSG00000092621	PHGDH	119719627	119744213	1508	3007	1500	1507	173	3180
ENST00000369408	+	ENSG00000135299	ANKRD6	89433170	89633834	350	2428	2079	349	2830	5258
ENST00000369413	+	ENSG00000203857	HSD3B1	119507203	119515054	146	1267	1122	145	409	1676
ENST00000369415	-	ENSG00000025039	RRAGD	89364636	89412270	278	1480	1203	277	3420	4900
ENST00000369422	+	ENSG00000119913	TECTB	112283735	112305035	1	990	990	0	1723	2713
ENST00000369423	+	ENSG00000124334	IL9R	155997706	156010817	39	1067	1029	38	965	2032
ENST00000369426	-	ENSG00000116874	WARS2	119031216	119140648	5	667	663	4	2144	2811
ENST00000369429	-	ENSG00000092607	TBX15	118883047	118987805	11	1819	1809	10	1685	3504
ENST00000369443	-	ENSG00000196505	GDAP2	117863485	117929630	251	1744	1494	250	7084	8828
ENST00000369448	+	ENSG00000183508	FAM46C	117605934	117628372	248	1423	1176	247	4328	5751
ENST00000369449	-	ENSG00000155962	CLIC2	155276211	155334646	220	963	744	219	1692	2655
ENST00000369452	+	ENSG00000108061	SHOC2	110919547	111013667	346	2094	1749	345	1849	3943
ENST00000369454	-	ENSG00000155961	RAB39B	155258241	155264589	302	943	642	301	2562	3505
ENST00000369462	+	ENSG00000185515	BRCC3	155071503	155123074	26	976	951	25	1870	2846
ENST00000369466	+	ENSG00000116830	TTF2	117060303	117107453	45	3533	3489	44	5929	9462
ENST00000369470	+	ENSG00000134256	CD101	117001812	117036417	7	3072	3066	6	252	3324
ENST00000369476	-	ENSG00000214827	MTCP1	155064034	155071226	581	904	324	580	1370	2274
ENST00000369478	+	ENSG00000116824	CD2	116754385	116769228	109	1164	1056	108	445	1609
ENST00000369483	-	ENSG00000143061	IGSF3	116574399	116667755	769	4413	3645	768	2913	7326
ENST00000369484	-	ENSG00000182712	CMC4	155061622	155071362	680	886	207	679	221	1107
ENST00000369485	-	ENSG00000111880	RNGTT	88610272	88963721	313	2106	1794	312	2447	4553
ENST00000369498	+	ENSG00000165775	FUNDC2	155026685	155060303	255	824	570	254	5631	6455
ENST00000369500	+	ENSG00000173212	MAB21L3	116111755	116135240	266	1354	1089	265	1875	3229
ENST00000369501	-	ENSG00000118432	CNR1	88139864	88166359	621	2039	1419	620	3992	6031
ENST00000369503	+	ENSG00000163393	SLC22A15	115976498	116070054	131	1774	1644	130	2946	4720
ENST00000369505	+	ENSG00000274791	F8A2	155382115	155383230	1	1116	1116	0	0	1116
ENST00000369506	-	ENSG00000177551	NHLH2	115836692	115843917	5546	5953	408	5545	1273	7226
ENST00000369512	-	ENSG00000134259	NGF	115285918	115338236	170	895	726	169	152	1047
ENST00000369516	-	ENSG00000134198	TSPAN2	115048011	115089464	33	698	666	32	2479	3177
ENST00000369519	+	ENSG00000203867	RBM20	110644397	110839469	59	3742	3684	58	3491	7233
ENST00000369522	+	ENSG00000198765	SYCP1	114854803	114995370	241	3171	2931	240	351	3522
ENST00000369528	-	ENSG00000052723	SIKE1	114769479	114780685	79	714	636	78	4792	5506
ENST00000369529	-	ENSG00000203870	SMIM9	154823348	154832671	198	497	300	197	407	904
ENST00000369535	-	ENSG00000213281	NRAS	114704469	114716894	255	824	570	254	3625	4449
ENST00000369536	-	ENSG00000146282	RARS2	87514378	87590003	47	1783	1737	46	35	1818
ENST00000369538	-	ENSG00000116748	AMPD1	114673101	114695618	49	2379	2331	48	13	2392
ENST00000369541	-	ENSG00000116752	BCAS2	114567557	114581639	49	726	678	48	573	1299
ENST00000369552	+	ENSG00000164414	SLC35A1	87472977	87512336	28	1041	1014	27	810	1851
ENST00000369558	+	ENSG00000163349	HIPK1	113929710	113977804	233	3865	3633	232	4292	8157
ENST00000369562	+	ENSG00000272514	CFAP206	87407983	87464465	113	1981	1869	112	215	2196
ENST00000369563	+	ENSG00000118655	DCLRE1B	113905141	113914086	447	2045	1599	446	1895	3940
ENST00000369569	-	ENSG00000134262	AP4B1	113894748	113904998	282	2501	2220	281	317	2818
ENST00000369575	-	ENSG00000160219	GAB3	154675253	154751057	33	1793	1761	32	2925	4718
ENST00000369577	+	ENSG00000188994	ZNF292	87155549	87264196	44	8215	8172	43	2395	10610
ENST00000369583	+	ENSG00000138166	DUSP5	110497838	110511544	285	1439	1155	284	1118	2557
ENST00000369603	-	ENSG00000119953	SMNDC1	110290730	110304951	205	921	717	204	3420	4341
ENST00000369604	-	ENSG00000116793	PHTF1	113697205	113759476	485	2773	2289	484	500	3273
ENST00000369615	+	ENSG00000081026	MAGI3	113390972	113685923	63	3440	3378	62	3068	6508
ENST00000369630	+	ENSG00000184599	FAM19A3	112720419	112727235	218	727	510	217	555	1282
ENST00000369644	+	ENSG00000155363	MOV10	112674698	112700734	1030	3873	2844	1029	227	4100
ENST00000369651	+	ENSG00000135318	NT5E	85449584	85495791	557	2131	1575	556	1787	3918
ENST00000369660	-	ENSG00000102178	UBL4A	154483717	154486670	87	560	474	86	1822	2382
ENST00000369663	-	ENSG00000112837	TBX18	84732602	84764519	339	2162	1824	338	4083	6245
ENST00000369681	+	ENSG00000065615	CYB5R4	83859643	83967424	141	1706	1566	140	7546	9252
ENST00000369682	+	ENSG00000130827	PLXNA3	154458281	154477779	176	5791	5616	175	5094	10885
ENST00000369686	+	ENSG00000134245	WNT2B	112467434	112530165	105	1223	1119	104	9656	10879
ENST00000369689	+	ENSG00000203877	RIPPLY2	83853266	83857515	152	538	387	151	126	664
ENST00000369697	-	ENSG00000171385	KCND3	111770662	111982796	71	1981	1911	70	5415	7396
ENST00000369700	+	ENSG00000146250	PRSS35	83512538	83525704	178	1419	1242	177	1021	2440
ENST00000369701	+	ENSG00000156395	SORCS3	104641101	105265235	228	3896	3669	227	1861	5757
ENST00000369704	+	ENSG00000120051	CFAP58	104353764	104455090	135	2753	2619	134	560	3313
ENST00000369705	-	ENSG00000065833	ME1	83210389	83431071	118	1836	1719	117	1535	3371
ENST00000369707	+	ENSG00000065621	GSTO2	104275162	104304945	115	762	648	114	5661	6423
ENST00000369709	+	ENSG00000116473	RAP1A	111619783	111716691	180	734	555	179	4290	5024
ENST00000369716	-	ENSG00000121933	TMIGD3	111483348	111503488	135	1178	1044	134	339	1517
ENST00000369722	+	ENSG00000116459	ATP5F1	111448936	111462773	607	1377	771	606	1779	3156
ENST00000369724	+	ENSG00000013392	RWDD2A	83193379	83198932	206	1084	879	205	2660	3744
ENST00000369729	+	ENSG00000156384	SFR1	104122058	104126385	124	822	699	123	681	1503
ENST00000369732	-	ENSG00000085465	OVGP1	111414314	111427777	57	2093	2037	56	150	2243
ENST00000369738	+	ENSG00000173947	PIFO	111346288	111353013	366	941	576	365	1686	2627
ENST00000369740	+	ENSG00000134216	CHIA	111290916	111320557	104	1534	1431	103	91	1625
ENST00000369747	-	ENSG00000118420	UBE3D	82892398	83065841	124	1293	1170	123	624	1917
ENST00000369750	+	ENSG00000146242	TPBG	82363631	82370828	618	1880	1263	617	4604	6484
ENST00000369754	-	ENSG00000112773	FAM46A	81745730	81752708	314	1699	1386	313	3965	5664
ENST00000369755	+	ENSG00000065613	SLK	103967201	104029233	546	4253	3708	545	3513	7766
ENST00000369763	-	ENSG00000121931	LRIF1	110947185	110964079	392	2701	2310	391	774	3475
ENST00000369768	-	ENSG00000125522	NPBWR2	64105820	64107171	341	1342	1002	340	10	1352
ENST00000369769	-	ENSG00000177272	KCNA3	110672465	110675033	225	1952	1728	224	617	2569
ENST00000369771	-	ENSG00000143105	KCNA10	110517217	110519175	389	1924	1536	388	35	1959
ENST00000369774	-	ENSG00000107957	SH3PXD2A	103594027	103855543	278	3679	3402	277	7789	11468
ENST00000369779	-	ENSG00000168679	SLC16A4	110362848	110391082	251	1714	1464	250	918	2632
ENST00000369780	+	ENSG00000107954	NEURL1	103493979	103592552	410	2134	1725	409	2180	4314
ENST00000369783	-	ENSG00000183128	CALHM3	103472804	103479240	209	1243	1035	208	409	1652
ENST00000369784	+	ENSG00000162775	RBM15	110338506	110346677	901	3834	2934	900	410	4244
ENST00000369787	+	ENSG00000116396	KCNC4	110211473	110249124	28	1935	1908	27	16815	18750
ENST00000369792	-	ENSG00000156150	ALX3	110059994	110070700	89	1120	1032	88	739	1859
ENST00000369795	+	ENSG00000143093	STRIP1	110034616	110054641	23	2536	2514	22	729	3265
ENST00000369797	+	ENSG00000148843	PDCD11	103396648	103446292	95	5710	5616	94	743	6453
ENST00000369800	+	ENSG00000214357	NEURL1B	172641266	172691540	142	1809	1668	141	4615	6424
ENST00000369805	-	ENSG00000198758	EPS8L3	109750081	109764027	231	2015	1785	230	310	2325
ENST00000369809	-	ENSG00000013563	DNASE1L1	154401238	154412090	631	1539	909	630	1469	3008
ENST00000369813	+	ENSG00000134201	GSTM5	109712256	109718261	906	1514	609	905	2856	4370
ENST00000369816	-	ENSG00000118402	ELOVL4	79914812	79947580	302	1246	945	301	1796	3042
ENST00000369825	-	ENSG00000173915	USMG5	103389041	103396023	484	660	177	483	129	789
ENST00000369831	+	ENSG00000213366	GSTM2	109668022	109709549	95	757	663	94	973	1730
ENST00000369833	+	ENSG00000168765	GSTM4	109656336	109661742	915	1523	609	914	2467	3990
ENST00000369838	+	ENSG00000198478	SH3BGRL2	79631283	79703659	180	503	324	179	4150	4653
ENST00000369839	+	ENSG00000148835	TAF5	103367967	103389065	24	2426	2403	23	842	3268
ENST00000369842	+	ENSG00000102119	EMD	154379197	154381523	289	1053	765	288	326	1379
ENST00000369847	-	ENSG00000156374	PCGF6	103302796	103351134	69	1121	1053	68	1109	2230
ENST00000369849	+	ENSG00000148798	INA	103277163	103290351	50	1549	1500	49	1682	3231
ENST00000369851	+	ENSG00000065135	GNAI3	109548611	109618321	111	1175	1065	110	25999	27174
ENST00000369864	-	ENSG00000181754	AMIGO1	109504175	109509682	351	1832	1482	350	3256	5088
ENST00000369870	+	ENSG00000162650	ATXN7L2	109483939	109492734	16	2184	2169	15	134	2318
ENST00000369872	+	ENSG00000143028	SYPL2	109466628	109482137	217	1035	819	216	2589	3624
ENST00000369878	+	ENSG00000148842	CNNM2	102918293	103090221	189	2816	2628	188	13041	15857
ENST00000369880	+	ENSG00000214435	AS3MT	102869516	102901899	78	1205	1128	77	1199	2404
ENST00000369886	-	ENSG00000130590	SAMD10	63974113	63979642	176	784	609	175	1397	2181
ENST00000369887	-	ENSG00000148795	CYP17A1	102830531	102837533	173	1699	1527	172	171	1870
ENST00000369888	-	ENSG00000196700	ZNF512B	63956702	63969865	55	2733	2679	54	3186	5919
ENST00000369889	+	ENSG00000166272	WBP1L	102776249	102816267	143	1171	1029	142	2936	4107
ENST00000369893	+	ENSG00000156398	SFXN2	102714540	102743492	168	1136	969	167	5730	6866
ENST00000369902	+	ENSG00000107882	SUFU	102503987	102633535	167	1621	1455	166	3380	5001
ENST00000369905	-	ENSG00000138107	ACTR1A	102479229	102502711	65	1195	1131	64	1634	2829
ENST00000369908	-	ENSG00000198276	UCKL1	63939924	63951126	301	1902	1602	300	52	1954
ENST00000369915	+	ENSG00000007350	TKTL1	154295671	154330350	190	1980	1791	189	662	2642
ENST00000369916	+	ENSG00000183260	ABHD16B	63861498	63862988	44	1453	1410	43	38	1491
ENST00000369923	+	ENSG00000031698	SARS	109213982	109238148	12	1622	1611	11	260	1882
ENST00000369929	+	ENSG00000166160	OPN1MW2	154219756	154233286	61	1155	1095	60	106	1261
ENST00000369937	-	ENSG00000107874	CUEDC2	102423245	102432661	147	1010	864	146	181	1191
ENST00000369939	+	ENSG00000116299	KIAA1324	109114001	109203229	184	3225	3042	183	217	3442
ENST00000369940	+	ENSG00000146243	IRAK1BP1	78867472	78903102	106	888	783	105	4768	5656
ENST00000369947	-	ENSG00000135312	HTR1B	77461753	77463773	371	1543	1173	370	478	2021
ENST00000369949	-	ENSG00000179902	C1orf194	109105951	109113857	181	654	474	180	77	731
ENST00000369950	-	ENSG00000112706	IMPG1	75921115	76072678	191	2584	2394	190	974	3558
ENST00000369951	+	ENSG00000102076	OPN1LW	154144224	154159032	61	1155	1095	60	106	1261
ENST00000369965	-	ENSG00000085433	WDR47	108970214	109042113	262	3024	2763	261	1216	4240
ENST00000369980	-	ENSG00000184216	IRAK1	154010500	154019980	169	2307	2139	168	1359	3666
ENST00000369981	+	ENSG00000196586	MYO6	75749192	75919537	280	4167	3888	279	4525	8692
ENST00000369982	+	ENSG00000177854	TMEM187	153972327	153983195	748	1533	786	747	347	1880
ENST00000369983	+	ENSG00000107862	GBF1	102245532	102382899	261	5840	5580	260	563	6403
ENST00000369996	+	ENSG00000243509	TNFRSF6B	63696668	63698684	101	1003	903	100	121	1124
ENST00000370001	-	ENSG00000162641	AKNAD1	108815898	108857094	270	2780	2511	269	273	3053
ENST00000370002	-	ENSG00000107859	PITX3	102230186	102241474	155	1063	909	154	328	1391
ENST00000370005	+	ENSG00000119915	ELOVL3	102226328	102229589	222	1034	813	221	337	1371
ENST00000370008	+	ENSG00000116266	STXBP3	108746688	108809526	51	1829	1779	50	649	2478
ENST00000370017	+	ENSG00000143107	FNDC7	108712657	108742740	278	2479	2202	277	853	3332
ENST00000370018	+	ENSG00000258366	RTEL1	63657810	63696253	828	4487	3660	827	468	4955
ENST00000370021	+	ENSG00000134186	PRPF38B	108692341	108701803	638	1945	1308	637	1783	3728
ENST00000370028	-	ENSG00000089820	ARHGAP4	153907376	153926260	59	3019	2961	58	353	3372
ENST00000370032	-	ENSG00000162639	HENMT1	108648295	108661526	422	1603	1182	421	271	1874
ENST00000370033	-	ENSG00000120029	C10orf76	101845599	102056193	121	2190	2070	120	1929	4119
ENST00000370035	+	ENSG00000162636	FAM102B	108560089	108639327	341	1423	1083	340	4177	5600
ENST00000370056	-	ENSG00000134215	VAV3	107571160	107965144	276	2819	2544	275	2171	4990
ENST00000370060	-	ENSG00000198910	L1CAM	153861514	153886146	191	3964	3774	190	1149	5113
ENST00000370067	+	ENSG00000162631	NTNG1	107141039	107483458	628	2010	1383	627	2618	4628
ENST00000370078	+	ENSG00000198890	PRMT6	107056679	107059294	38	1165	1128	37	1451	2616
ENST00000370079	+	ENSG00000187733	AMY1C	103750406	103758690	65	1600	1536	64	32	1632
ENST00000370081	-	ENSG00000112695	COX7A2	75237675	75250323	312	659	348	311	255	914
ENST00000370083	+	ENSG00000237763	AMY1A	103655755	103664554	221	1756	1536	220	34	1790
ENST00000370092	-	ENSG00000067829	IDH3G	153785766	153794512	187	1329	1143	186	383	1712
ENST00000370103	-	ENSG00000118733	OLFM3	101802574	101997030	215	1591	1377	214	1664	3255
ENST00000370109	-	ENSG00000117543	DPH5	100990063	101025772	114	971	858	113	345	1316
ENST00000370110	-	ENSG00000107833	NPM3	101781325	101783413	24	560	537	23	317	877
ENST00000370112	+	ENSG00000162695	SLC30A7	100896076	100981753	188	1318	1131	187	6580	7898
ENST00000370114	-	ENSG00000162694	EXTL2	100872387	100895998	1438	2430	993	1437	1555	3985
ENST00000370128	+	ENSG00000137996	RTCA	100266207	100292769	170	1270	1101	169	1265	2535
ENST00000370132	-	ENSG00000137992	DBT	100186919	100249834	15	1463	1449	14	9336	10799
ENST00000370141	+	ENSG00000122435	TRMT13	100133163	100150497	7	1452	1446	6	1677	3129
ENST00000370150	-	ENSG00000130822	PNCK	153669733	153673693	180	1211	1032	179	401	1612
ENST00000370151	+	ENSG00000166171	DPCD	101588288	101609668	50	661	612	49	197	858
ENST00000370152	+	ENSG00000156875	MFSD14A	100038097	100083377	137	1609	1473	136	1168	2777
ENST00000370162	-	ENSG00000166169	POLL	101578884	101588270	496	2223	1728	495	569	2792
ENST00000370179	+	ENSG00000125534	PPDPF	63520724	63522206	197	541	345	196	327	868
ENST00000370185	+	ENSG00000117600	PLPPR4	99263953	99309590	498	2789	2292	497	2580	5369
ENST00000370186	+	ENSG00000067842	ATP2B3	153517676	153582939	327	3806	3480	326	2936	6742
ENST00000370187	+	ENSG00000166167	BTRC	101354063	101557321	119	1936	1818	118	4198	6134
ENST00000370188	-	ENSG00000117598	PLPPR5	98890245	99005032	362	1312	951	361	2827	4139
ENST00000370192	-	ENSG00000188641	DPYD	97077743	97921023	102	3179	3078	101	1233	4412
ENST00000370193	-	ENSG00000138136	LBX1	101226195	101229794	980	1825	846	979	1075	2900
ENST00000370196	+	ENSG00000107807	TLX1	101130505	101137789	1038	2030	993	1037	876	2906
ENST00000370200	+	ENSG00000107821	KAZALD1	101061841	101065592	327	1241	915	326	672	1913
ENST00000370202	+	ENSG00000122481	RWDD3	95234155	95247225	77	880	804	76	355	1235
ENST00000370203	+	ENSG00000152078	TMEM56	95117338	95197607	292	1083	792	291	5739	6822
ENST00000370205	-	ENSG00000172339	ALG14	94974407	95072945	48	698	651	47	8669	9367
ENST00000370206	-	ENSG00000117519	CNN3	94896951	94927278	385	1374	990	384	791	2165
ENST00000370210	-	ENSG00000213397	HAUS7	153461560	153495516	732	1115	384	731	478	1593
ENST00000370214	+	ENSG00000117528	ABCD3	94418455	94518663	25	2004	1980	24	1534	3538
ENST00000370220	+	ENSG00000107816	LZTS2	100999476	101007836	3064	5073	2010	3063	668	5741
ENST00000370225	-	ENSG00000198691	ABCA4	93992837	94121132	88	6909	6822	87	400	7309
ENST00000370228	+	ENSG00000107815	TWNK	100988026	100994401	186	1934	1749	185	1241	3175
ENST00000370238	-	ENSG00000023909	GCLM	93885205	93909410	248	1072	825	247	3785	4857
ENST00000370244	-	ENSG00000137936	BCAR3	93561791	93847150	290	2767	2478	289	450	3217
ENST00000370251	+	ENSG00000063587	ZNF275	153334155	153352926	178	1167	990	177	5153	6320
ENST00000370272	+	ENSG00000117505	DR1	93345888	93369498	759	1289	531	758	8859	10148
ENST00000370274	+	ENSG00000147383	NSDHL	152830967	152869729	195	1316	1122	194	613	1929
ENST00000370275	+	ENSG00000101199	ARFGAP1	63272833	63289788	93	1304	1212	92	2163	3467
ENST00000370277	-	ENSG00000147400	CETN2	152826973	152830777	68	586	519	67	868	1454
ENST00000370282	-	ENSG00000117500	TMED5	93149742	93180728	487	1176	690	486	4928	6104
ENST00000370291	-	ENSG00000198930	CSAG1	152727484	152733691	281	502	222	280	535	1037
ENST00000370296	+	ENSG00000075891	PAX2	100745711	100829941	551	1741	1191	550	2399	4140
ENST00000370298	+	ENSG00000143033	MTF2	93079238	93139081	290	2071	1782	289	2054	4125
ENST00000370314	-	ENSG00000011677	GABRA3	152166234	152451358	240	1718	1479	239	1994	3712
ENST00000370315	-	ENSG00000164430	MB21D1	73423709	73452276	96	1664	1569	95	1518	3182
ENST00000370316	-	ENSG00000101198	NKAIN4	63240784	63254540	91	717	627	90	713	1430
ENST00000370321	+	ENSG00000122406	RPL5	92832025	92841924	91	984	894	90	59	1043
ENST00000370322	-	ENSG00000166136	NDUFB8	100523743	100530000	152	619	468	151	94	713
ENST00000370328	-	ENSG00000102287	GABRE	151953124	151974679	55	1575	1521	54	1577	3152
ENST00000370332	-	ENSG00000162676	GFI1	92474762	92483954	320	1588	1269	319	1267	2855
ENST00000370336	+	ENSG00000080007	DDX43	73394748	73417569	159	2105	1947	158	408	2513
ENST00000370339	-	ENSG00000149658	YTHDF1	63195429	63216234	343	2022	1680	342	1279	3301
ENST00000370340	+	ENSG00000147381	MAGEA4	151915508	151925170	268	1221	954	267	552	1773
ENST00000370345	-	ENSG00000075826	SEC31B	100486642	100519834	99	3638	3540	98	974	4612
ENST00000370350	+	ENSG00000147378	FATE1	151716035	151723194	86	637	552	85	435	1072
ENST00000370351	+	ENSG00000101194	SLC17A9	62952647	62969585	185	1495	1311	184	2085	3580
ENST00000370353	+	ENSG00000130032	PRRG3	151698307	151705924	391	1086	696	390	4891	5977
ENST00000370355	+	ENSG00000099194	SCD	100347124	100364834	382	1461	1080	381	3901	5362
ENST00000370357	+	ENSG00000166049	PASD1	151563622	151676739	246	2567	2322	245	596	3163
ENST00000370360	-	ENSG00000174842	GLMN	92246402	92298976	83	1867	1785	82	128	1995
ENST00000370363	-	ENSG00000203907	OOEP	73368555	73395093	494	778	285	493	229	1007
ENST00000370367	+	ENSG00000203908	KHDC3L	73362677	73364171	54	707	654	53	311	1018
ENST00000370370	-	ENSG00000203909	DPPA5	73353062	73354295	71	421	351	70	258	679
ENST00000370373	+	ENSG00000203910	C1orf146	92218032	92245715	465	830	366	464	41	871
ENST00000370378	+	ENSG00000069712	KIAA1107	92166985	92184722	1	4230	4230	0	392	4622
ENST00000370383	+	ENSG00000172031	EPHX4	92029982	92063536	99	1187	1089	98	250	1437
ENST00000370384	-	ENSG00000135314	KHDC1	73241314	73310215	502	1215	714	501	215	1430
ENST00000370388	-	ENSG00000256980	KHDC1L	73223544	73225452	45	431	387	44	204	635
ENST00000370389	+	ENSG00000137948	BRDT	91949371	92014421	925	3549	2625	924	147	3696
ENST00000370396	+	ENSG00000171100	MTM1	150568619	150673322	55	1866	1812	54	1727	3593
ENST00000370397	-	ENSG00000213341	CHUK	100188298	100229619	88	2325	2238	87	1300	3625
ENST00000370401	+	ENSG00000013619	MAMLD1	150363284	150514178	311	2635	2325	310	2219	4854
ENST00000370406	-	ENSG00000197021	CXorf40B	149932197	149938811	830	1306	477	829	347	1653
ENST00000370416	+	ENSG00000171116	HSFX1	149774068	149776867	615	1886	1272	614	77	1963
ENST00000370418	-	ENSG00000120054	CPN1	100042193	100081877	253	1629	1377	252	234	1863
